#1)itw 2)it 3)tw 4)t 5)C(tw,tw+t) 6)D(tw,tw+t) 7)Y=D/C^2 8)loss 9)var(loss) 10)gradloss 11)var(grad)
1 12 1 14 5.6505911115362577e-08 5.153831525075113e-14 0.000283730824405 2.298540861672394 5.9445928751067356e-05 0.004648364152757034 0.15193563786138986
3 11 3 12 4.235028184146508e-08 2.856983259844907e-14 0.000280000722584 2.298540861672394 5.9445928751067356e-05 0.004648364152757034 0.15193563786138986
4 10 4 11 3.657879348890226e-08 2.1627769250208175e-14 0.000284129966616 2.298540861672394 5.9445928751067356e-05 0.004648364152757034 0.15193563786138986
5 9 5 10 3.11424316949965e-08 1.6523450638547656e-14 0.000299474447574 2.298540861672394 5.9445928751067356e-05 0.004648364152757034 0.15193563786138986
6 8 7 8 2.1453212754521814e-08 8.974026323994648e-15 0.000342741525893 2.298540861672394 5.9445928751067356e-05 0.004648364152757034 0.15193563786138986
7 6 9 6 1.3667363553496668e-08 5.176321452086189e-15 0.000487097399425 2.298540861672394 5.9445928751067356e-05 0.004648364152757034 0.15193563786138986
8 4 11 4 6.606043341413735e-09 1.3399451508138476e-15 0.000539719674985 2.298540861672394 5.9445928751067356e-05 0.004648364152757034 0.15193563786138986
9 0 15 0 0.0 0.0 nan 2.298540861672394 5.9445928751067356e-05 0.004648364152757034 0.15193563786138986
0 13 0 16 6.957062701677892e-08 7.178043521408128e-14 0.000260686366228 2.2976994228930434 6.0319933233188294e-05 0.00459341936629 0.154406497969
2 12 2 14 5.7287275561604967e-08 5.080089348951574e-14 0.00027209407157 2.2976994228930434 6.0319933233188294e-05 0.00459341936629 0.154406497969
4 11 4 12 4.3142366197103866e-08 2.7902371131382883e-14 0.000263510093769 2.2976994228930434 6.0319933233188294e-05 0.00459341936629 0.154406497969
5 10 5 11 3.70993808686045e-08 2.1462802025380717e-14 0.000274105128914 2.2976994228930434 6.0319933233188294e-05 0.00459341936629 0.154406497969
7 7 9 7 1.7463764665209663e-08 6.021446128362022e-15 0.000347047668206 2.2976994228930434 6.0319933233188294e-05 0.00459341936629 0.154406497969
8 5 11 5 9.80499643647667e-09 1.8089465191048963e-15 0.000330746238063 2.2976994228930434 6.0319933233188294e-05 0.00459341936629 0.154406497969
9 1 15 1 7.907850894670349e-10 1.390622933596976e-17 0.00039089175466 2.2976994228930434 6.0319933233188294e-05 0.00459341936629 0.154406497969
1 13 1 16 7.21044727725644e-08 7.753399717176918e-14 0.000262139115088 2.2970609196315257 5.9492158878349244e-05 0.00461161743024 0.152831041999
3 12 3 14 5.6047665124547674e-08 4.7477957515826173e-14 0.000265669099344 2.2970609196315257 5.9492158878349244e-05 0.00461161743024 0.152831041999
5 11 5 12 4.3023569783717175e-08 2.9226595925836655e-14 0.000277542449665 2.2970609196315257 5.9492158878349244e-05 0.00461161743024 0.152831041999
6 9 7 10 3.1612865112194033e-08 1.674431788422908e-14 0.000294512552726 2.2970609196315257 5.9492158878349244e-05 0.00461161743024 0.152831041999
7 8 9 8 2.192002586616589e-08 9.318355089468847e-15 0.000340895444387 2.2970609196315257 5.9492158878349244e-05 0.00461161743024 0.152831041999
8 6 11 6 1.359773387948478e-08 3.460060142268719e-15 0.000328938448152 2.2970609196315257 5.9492158878349244e-05 0.00461161743024 0.152831041999
9 2 15 2 2.2034568175733532e-09 1.3645966033910492e-16 0.000494036759665 2.2970609196315257 5.9492158878349244e-05 0.00461161743024 0.152831041999
0 14 0 18 8.556226934941849e-08 1.0609797396529817e-13 0.00025474552722 2.2964207757830697 5.781442981778184e-05 0.00459445377522 0.154184348684
2 13 2 16 7.204417029515079e-08 7.932562492557121e-14 0.000268645691703 2.2964207757830697 5.781442981778184e-05 0.00459445377522 0.154184348684
4 12 4 14 5.649509082575172e-08 4.802252131367772e-14 0.000264476812337 2.2964207757830697 5.781442981778184e-05 0.00459445377522 0.154184348684
6 10 7 11 3.7307179576923595e-08 2.1520133480489902e-14 0.000271784191272 2.2964207757830697 5.781442981778184e-05 0.00459445377522 0.154184348684
8 7 11 7 1.7741782756545487e-08 5.207375228140697e-15 0.000290795997603 2.2964207757830697 5.781442981778184e-05 0.00459445377522 0.154184348684
9 3 15 3 4.404306914557143e-09 5.19556146643274e-16 0.000470805364795 2.2964207757830697 5.781442981778184e-05 0.00459445377522 0.154184348684
1 14 1 18 9.238425993250696e-08 1.2389225299943006e-13 0.000255159797429 2.295501383807537 5.484715831993725e-05 0.00452979051338454 0.15379648922702466
3 13 3 16 7.41718317146947e-08 8.05050345528212e-14 0.000257222584982 2.295501383807537 5.484715831993725e-05 0.00452979051338454 0.15379648922702466
5 12 5 14 5.928188724601575e-08 5.316031262317413e-14 0.00026589339575 2.295501383807537 5.484715831993725e-05 0.00452979051338454 0.15379648922702466
6 11 7 12 4.5721035254851155e-08 3.132076239115857e-14 0.000263368772786 2.295501383807537 5.484715831993725e-05 0.00452979051338454 0.15379648922702466
7 9 9 10 3.3967124609437045e-08 1.81115900331268e-14 0.0002759326402 2.295501383807537 5.484715831993725e-05 0.00452979051338454 0.15379648922702466
8 8 11 8 2.4058010357565988e-08 9.508106504864128e-15 0.00028876110098 2.295501383807537 5.484715831993725e-05 0.00452979051338454 0.15379648922702466
9 4 15 4 8.059362550082098e-09 1.2664383745605585e-15 0.000342725755184 2.295501383807537 5.484715831993725e-05 0.00452979051338454 0.15379648922702466
10 0 19 0 0.0 0.0 nan 2.295501383807537 5.484715831993725e-05 0.00452979051338454 0.15379648922702466
2 14 2 18 9.566707389804198e-08 1.3733200074805892e-13 0.000263761152652 2.294614111671197 5.262234610992067e-05 0.00450441844268 0.155256913311
4 13 4 16 7.772001339444946e-08 8.875475881040951e-14 0.000258279526071 2.294614111671197 5.262234610992067e-05 0.00450441844268 0.155256913311
7 10 9 11 4.262137634891461e-08 3.051063992552027e-14 0.000295229970218 2.294614111671197 5.262234610992067e-05 0.00450441844268 0.155256913311
9 5 15 5 1.2685253815574111e-08 3.0579817233336987e-15 0.000334041656778 2.294614111671197 5.262234610992067e-05 0.00450441844268 0.155256913311
10 1 19 1 8.253445439128307e-10 4.724653074877578e-17 0.00121916762447 2.294614111671197 5.262234610992067e-05 0.00450441844268 0.155256913311
0 15 0 21 1.2470541905978844e-07 2.2972943195263515e-13 0.000259662989448 2.293849155086757 5.124286449564863e-05 0.0045043720821 0.155405458849
3 14 3 18 9.735736010112292e-08 1.3986316785000844e-13 0.000259376035791 2.293849155086757 5.124286449564863e-05 0.0045043720821 0.155405458849
5 13 5 16 8.086211866633809e-08 1.0417985750772299e-13 0.000280064197228 2.293849155086757 5.124286449564863e-05 0.0045043720821 0.155405458849
6 12 7 14 6.550725724801494e-08 7.531464206833216e-14 0.000308506735607 2.293849155086757 5.124286449564863e-05 0.0045043720821 0.155405458849
7 11 9 12 5.154891304121093e-08 4.9602458415072106e-14 0.000328116630867 2.293849155086757 5.124286449564863e-05 0.0045043720821 0.155405458849
8 9 11 10 3.9911247058129524e-08 3.39786496526619e-14 0.000374955377111 2.293849155086757 5.124286449564863e-05 0.0045043720821 0.155405458849
9 6 15 6 1.8534588509037484e-08 7.525036892129878e-15 0.000385040845638 2.293849155086757 5.124286449564863e-05 0.0045043720821 0.155405458849
10 2 19 2 3.1315142468248343e-09 5.949686915327846e-16 0.00106647184713 2.293849155086757 5.124286449564863e-05 0.0045043720821 0.155405458849
1 15 1 21 1.3273529456952178e-07 2.7694840900117403e-13 0.000276305865853 2.293076988424609 4.91895103413853e-05 0.00451355073727 0.156931958008
4 14 4 18 1.0188091622486408e-07 1.6373098229048606e-13 0.000277274065114 2.293076988424609 4.91895103413853e-05 0.00451355073727 0.156931958008
8 10 11 11 4.949613236753244e-08 5.70341065014814e-14 0.000409219367331 2.293076988424609 4.91895103413853e-05 0.00451355073727 0.156931958008
9 7 15 7 2.5292943438793175e-08 1.547694299508961e-14 0.00042525605259 2.293076988424609 4.91895103413853e-05 0.00451355073727 0.156931958008
10 3 19 3 6.581245802269123e-09 2.2778060810045123e-15 0.000924409907036 2.293076988424609 4.91895103413853e-05 0.00451355073727 0.156931958008
2 15 2 21 1.337656206385391e-07 2.918103321303062e-13 0.000286665687641 2.292343998295923 5.599221690832934e-05 0.00452279936324 0.159463576583
5 14 5 18 1.0416596578941194e-07 1.9307067944186756e-13 0.000312772600856 2.292343998295923 5.599221690832934e-05 0.00452279936324 0.159463576583
6 13 7 16 8.679510476411391e-08 1.480341694479632e-13 0.000345410530908 2.292343998295923 5.599221690832934e-05 0.00452279936324 0.159463576583
7 12 9 14 7.081986000319136e-08 1.0572642004635806e-13 0.000370542020593 2.292343998295923 5.599221690832934e-05 0.00452279936324 0.159463576583
8 11 11 12 5.753848823170933e-08 8.038015314394975e-14 0.000426772081867 2.292343998295923 5.599221690832934e-05 0.00452279936324 0.159463576583
9 8 15 8 3.095729855199846e-08 2.4399716298897737e-14 0.000447530596146 2.292343998295923 5.599221690832934e-05 0.00452279936324 0.159463576583
10 4 19 4 9.895724357310075e-09 4.623554697640868e-15 0.000829936541644 2.292343998295923 5.599221690832934e-05 0.00452279936324 0.159463576583
0 16 0 24 1.6576531727567774e-07 4.482879872126058e-13 0.000286770074421 2.291620091747085 4.964195327961107e-05 0.0045741168776 0.160471666895
3 15 3 21 1.342689716912895e-07 2.9952867097837254e-13 0.000292045917778 2.291620091747085 4.964195327961107e-05 0.0045741168776 0.160471666895
10 5 19 5 1.3777932322311484e-08 8.409419044529773e-15 0.000778685281769 2.291620091747085 4.964195327961107e-05 0.0045741168776 0.160471666895
1 16 1 24 1.7125842161316144e-07 4.94834004213027e-13 0.000296564885923 2.2909118290675847 5.160385008551316e-05 0.004665820235933561 0.15968217733800677
4 15 4 21 1.3612780978956503e-07 3.153648778818152e-13 0.000299146328178 2.2909118290675847 5.160385008551316e-05 0.004665820235933561 0.15968217733800677
6 14 7 18 1.0757921258852888e-07 2.33648255414609e-13 0.000354870490224 2.2909118290675847 5.160385008551316e-05 0.004665820235933561 0.15968217733800677
7 13 9 16 8.975757463298528e-08 1.7488540063009135e-13 0.000381571039122 2.2909118290675847 5.160385008551316e-05 0.004665820235933561 0.15968217733800677
8 12 11 14 7.486305129865082e-08 1.3664506890492454e-13 0.000428571198566 2.2909118290675847 5.160385008551316e-05 0.004665820235933561 0.15968217733800677
9 9 15 10 4.4214942655467424e-08 4.742850652879056e-14 0.000426447314128 2.2909118290675847 5.160385008551316e-05 0.004665820235933561 0.15968217733800677
10 6 19 6 1.8168128686889575e-08 1.260147110525065e-14 0.000671065511503 2.2909118290675847 5.160385008551316e-05 0.004665820235933561 0.15968217733800677
11 0 25 0 0.0 0.0 nan 2.2909118290675847 5.160385008551316e-05 0.004665820235933561 0.15968217733800677
2 16 2 24 1.722095669506715e-07 4.994629728842745e-13 0.000296041649108 2.2902115937985275 5.926020096502782e-05 0.00480206490485 0.166473331538
5 15 5 21 1.389948230506512e-07 3.4752587586054857e-13 0.000316194246216 2.2902115937985275 5.926020096502782e-05 0.00480206490485 0.166473331538
9 10 15 11 5.2267970937944304e-08 6.334782535410644e-14 0.000407590914835 2.2902115937985275 5.926020096502782e-05 0.00480206490485 0.166473331538
10 7 19 7 2.3009971691097943e-08 1.719137674466506e-14 0.000570745578028 2.2902115937985275 5.926020096502782e-05 0.00480206490485 0.166473331538
11 1 25 1 7.907368622318893e-10 3.3766744814908646e-17 0.000949268985709 2.2902115937985275 5.926020096502782e-05 0.00480206490485 0.166473331538
0 17 0 27 2.054320719072349e-07 6.759546086800857e-13 0.000281543241879 2.2895709877870947 5.785962925841659e-05 0.00489522388937 0.166607650334
3 16 3 24 1.715491223273977e-07 4.793956945212566e-13 0.000286339455364 2.2895709877870947 5.785962925841659e-05 0.00489522388937 0.166607650334
7 14 9 18 1.1111834393549089e-07 2.456833516773083e-13 0.000349758497018 2.2895709877870947 5.785962925841659e-05 0.00489522388937 0.166607650334
8 13 11 16 9.44579177378332e-08 1.958447237317387e-13 0.000385832855115 2.2895709877870947 5.785962925841659e-05 0.00489522388937 0.166607650334
9 11 15 12 5.9510161538253594e-08 7.703712398613943e-14 0.00038236829008 2.2895709877870947 5.785962925841659e-05 0.00489522388937 0.166607650334
10 8 19 8 2.7848975456369717e-08 2.141529501983142e-14 0.000485366371512 2.2895709877870947 5.785962925841659e-05 0.00489522388937 0.166607650334
11 2 25 2 2.2438908540083734e-09 2.0587445130477926e-16 0.000718725517297 2.2895709877870947 5.785962925841659e-05 0.00489522388937 0.166607650334
1 17 1 27 2.1083771505929434e-07 7.13040190737662e-13 0.000281956086536 2.288875973712007 5.5178203595573905e-05 0.0049283313064 0.164050558658
4 16 4 24 1.7287983299737078e-07 4.849706172596391e-13 0.000285227125066 2.288875973712007 5.5178203595573905e-05 0.0049283313064 0.164050558658
6 15 7 21 1.4063444376900266e-07 3.518368508396433e-13 0.000312695759244 2.288875973712007 5.5178203595573905e-05 0.0049283313064 0.164050558658
11 3 25 3 4.023294322655748e-09 5.17732060983912e-16 0.000562218998647 2.288875973712007 5.5178203595573905e-05 0.0049283313064 0.164050558658
2 17 2 27 2.1001774678593792e-07 7.024031495332693e-13 0.00027992296328 2.2881609226239754 6.0475309187069115e-05 0.00499215519107 0.163490546766
5 16 5 24 1.7337500557271844e-07 5.005787443436163e-13 0.000292727480459 2.2881609226239754 6.0475309187069115e-05 0.00499215519107 0.163490546766
8 14 11 18 1.119804647468646e-07 2.415962173736026e-13 0.000338664492686 2.2881609226239754 6.0475309187069115e-05 0.00499215519107 0.163490546766
9 12 15 14 7.371297347945329e-08 9.98431128563059e-14 0.000322993898361 2.2881609226239754 6.0475309187069115e-05 0.00499215519107 0.163490546766
10 9 19 10 3.838523107093205e-08 3.02601181514816e-14 0.000360999306012 2.2881609226239754 6.0475309187069115e-05 0.00499215519107 0.163490546766
11 4 25 4 6.303849980536467e-09 8.746111964429037e-16 0.000386872055091 2.2881609226239754 6.0475309187069115e-05 0.00499215519107 0.163490546766
3 17 3 27 2.1100826492098338e-07 6.955925858366876e-13 0.000274612358303 2.2873283509968596 5.2302625860534135e-05 0.00509399738357 0.17168118771
7 15 9 21 1.4238508114319795e-07 3.5436696595875496e-13 0.000307247474874 2.2873283509968596 5.2302625860534135e-05 0.00509399738357 0.17168118771
10 10 19 11 4.517009290760198e-08 3.86337195988659e-14 0.000332834718546 2.2873283509968596 5.2302625860534135e-05 0.00509399738357 0.17168118771
11 5 25 5 9.694628059190878e-09 1.6262481978898058e-15 0.000304150539441 2.2873283509968596 5.2302625860534135e-05 0.00509399738357 0.17168118771
0 18 0 31 2.6602942719049294e-07 1.1013342500306597e-12 0.000273541896097 2.2865788621951113 6.222559498691993e-05 0.00519626878789 0.168003915875
4 17 4 27 2.153213205278902e-07 7.435675526481307e-13 0.000281909964612 2.2865788621951113 6.222559498691993e-05 0.00519626878789 0.168003915875
6 16 7 24 1.790669432314691e-07 5.441457555114438e-13 0.000298296715931 2.2865788621951113 6.222559498691993e-05 0.00519626878789 0.168003915875
9 13 15 16 9.28505325021582e-08 1.508668895105095e-13 0.00030760203554 2.2865788621951113 6.222559498691993e-05 0.00519626878789 0.168003915875
